1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,
L,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,T,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Time , DeltaVelocity
0,7.157738
1,2.98069
2,0.9851379
3,1.146305
4,1.011959
5,0.972702
6,1.074215
7,1.030983
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,
L,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,T,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Time , DeltaVelocity
0,22.10173
1,2.98069
2,0.9851379
3,1.146305
4,1.011959
5,0.972702
6,1.055767
7,1.032219
8,0.9797745
9,1.042351
10,1.0979
11,0.9768295
12,0.8342133
13,0.7247086
14,0.763916
15,0.7818375
16,0.6384354
17,0.4849243
18,0.4092941
19,0.3509598
20,0.2771301
21,0.2122345
22,0.167305
23,0.1511688
24,0.1447678
25,0.1608353
26,0.174614
27,0.1771927
28,0.1676712
29,0.1609421
30,0.1344681
31,0.1475449
32,0.1235657
33,0.1013565
34,0.07945251
35,0.06956482
36,0.05439758
37,0.05679321
38,0.0435257
39,0.03645325
40,0.0296936
41,0.03179932
42,0.02880859
43,0.03567505
44,0.04165649
45,0.04413605
46,0.0549469
47,0.06438446
48,0.07471466
49,0.07994843
50,0.08931732
51,0.09499359
52,0.09540558
53,0.1010971
54,0.1003723
55,0.10215
56,0.09533691
57,0.0958252
58,0.08761597
59,0.08435059
60,0.07750702
61,0.07254028
62,0.06638336
63,0.05606842
64,0.05302429
65,0.04788208
66,0.04441071
67,0.03791809
68,0.03235626
69,0.027771
70,0.02374268
71,0.02288818
72,0.01991272
73,0.01303864
74,0.01145172
75,0.01222992
76,0.006744385
77,0.006896973
78,0.004440308
79,0.005714417
80,0.0005340576
81,0.002326965
82,0.001228333
83,8.392334E-05
84,0.003585815
85,0.002075195
86,0.001213074
87,3.051758E-05
88,0.004188538
89,0.0001220703
90,0.0003585815
91,0.006515503
92,0.002700806
93,0.0001373291
94,0.002174377
95,0.001029968
96,0.001426697
97,0.002288818
98,0.0006866455
99,0.00164032
100,0.003112793
101,0.002182007
102,0.001960754
103,0.003623962
104,0.002571106
105,0.002944946
106,0.0009613037
107,0.001556396
108,0.001220703
109,0.003593445
110,0.001197815
111,0.0007019043
112,0.001045227
113,0.004875183
114,0.003990173
115,0.001914978
116,0.004463196
117,0.003196716
118,0.002944946
119,0.003372192
120,0.004562378
121,0.002586365
122,0.003997803
123,0.005104065
124,0.003067017
125,0.006561279
126,0.007514954
127,0.01393127
128,0.01596069
129,0.01963806
130,0.0238266
131,0.03025055
132,0.02586365
133,0.02761078
134,0.03014374
135,0.02639008
136,0.02862549
137,0.02433014
138,0.02384949
139,0.02032471
140,0.01870728
141,0.01819611
142,0.01322937
143,0.01384735
144,0.00843811
145,0.007781982
146,0.007064819
147,0.006752014
148,0.0005187988
149,0.004760742
150,0.004585266
151,0.0004119873
152,0.001472473
153,0.003181458
154,0.0005722046
155,0.0009307861
156,0.000869751
157,0.005096436
158,0.01069641
159,0.009147644
160,0.01074982
161,0.01244354
162,0.01380157
163,0.01766968
164,0.01361847
165,0.01377106
166,0.0116806
167,0.01298523
168,0.009376526
169,0.008102417
170,0.008209229
171,0.008850098
172,0.004142761
173,0.002784729
174,0.0005950928
175,0.0003738403
176,0.001266479
177,0.00151825
178,0.002792358
179,0.003456116
180,0.007858276
181,0.005126953
182,0.006072998
183,0.0050354
184,0.007087708
185,0.008651733
186,0.004135132
187,0.01185608
188,0.008476257
189,0.00566864
190,0.006347656
191,0.007583618
192,0.006813049
193,0.008026123
194,0.005950928
195,0.006347656
196,0.01042175
197,0.005004883
