1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,
L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,S,S,S,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,T,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,L,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Time , DeltaVelocity
0,29.17523
0,2.3148
0,0.08668137
0,0.02791214
0,0.04485703
0,0.0574913
0,0.06658554
0,0.07144165
0,0.07495499
0,0.07517242
0,0.07262039
0,0.07655716
0,0.07549286
0,0.07415771
0,0.07424164
0,0.07234573
1,0.07262039
1,0.07097626
1,0.07213593
1,0.07860947
1,0.1144028
1,0.1245232
1,0.1285782
1,0.13377
1,0.1325951
1,0.1377907
1,0.1380043
1,0.1354027
1,0.1344604
1,0.1343842
1,0.1325874
1,0.1331711
1,0.1285782
2,0.1295776
2,0.1273766
2,0.1246147
2,0.1248894
2,0.1244926
2,0.123642
2,0.1211853
2,0.1224785
2,0.1196823
2,0.1195107
2,0.1199226
2,0.1204262
2,0.1197891
2,0.1169357
2,0.1192627
2,0.1178131
3,0.1197052
3,0.1165771
3,0.1195602
3,0.1211166
3,0.1240082
3,0.1240234
3,0.1281052
3,0.12677
3,0.1306686
3,0.1315918
3,0.1322861
3,0.1304703
3,0.132576
3,0.1328583
3,0.1318359
3,0.1292267
3,0.1309357
4,0.1286926
4,0.1286545
4,0.1275024
4,0.12603
4,0.1247482
4,0.1231003
4,0.1230011
4,0.1201401
4,0.1177063
4,0.1166992
4,0.1165314
4,0.1148376
4,0.1163025
4,0.1191788
4,0.1202545
4,0.1195984
5,0.119278
5,0.119606
5,0.1216354
5,0.1219864
5,0.1236725
5,0.1273727
5,0.1281815
5,0.1377411
5,0.1391449
5,0.1394043
5,0.1396484
5,0.139389
5,0.1356506
5,0.1350555
5,0.1356277
5,0.1347122
5,0.1333313
6,0.1293945
6,0.1302032
6,0.1285553
6,0.1245728
6,0.1239548
6,0.1223831
6,0.1229782
6,0.1214294
6,0.1192017
6,0.1179657
6,0.1150894
6,0.1153336
6,0.1125336
6,0.110939
6,0.112175
6,0.1104507
7,0.1077347
7,0.107933
7,0.1074219
7,0.1054916
7,0.1047363
7,0.1034927
7,0.1031189
7,0.1020508
7,0.1006393
7,0.09990692
7,0.0967865
7,0.09772491
7,0.09660339
7,0.09558868
7,0.09337616
7,0.09308624
7,0.09912872
8,0.1020126
8,0.1021652
8,0.1012039
8,0.1003952
8,0.09991455
8,0.09792328
8,0.09524536
8,0.09468842
8,0.09159088
8,0.09136963
8,0.08945465
8,0.08545685
8,0.08383942
8,0.08279419
8,0.08086395
8,0.07897949
9,0.07650757
9,0.07417297
9,0.07235718
9,0.06987
9,0.06652832
9,0.06528473
9,0.06325531
9,0.06193542
9,0.05926514
9,0.05760956
9,0.05487823
9,0.05342102
9,0.05047607
9,0.04896545
9,0.04840851
9,0.04537964
9,0.04424286
10,0.04277802
10,0.04075623
10,0.03900146
10,0.03752899
10,0.03708649
10,0.03607941
10,0.033638
10,0.03317261
10,0.03252411
10,0.03127289
10,0.03072357
10,0.03058624
10,0.02996826
10,0.02952576
10,0.0290451
10,0.02832794
11,0.02761841
11,0.02700043
11,0.02589417
11,0.0256424
11,0.02481079
11,0.02358246
11,0.02325439
11,0.02149963
11,0.02091217
11,0.02018738
11,0.01869965
11,0.01808167
11,0.01689148
11,0.01641083
11,0.01519012
11,0.01416016
11,0.01318359
12,0.0118103
12,0.01144409
12,0.01058197
12,0.009872437
12,0.009307861
12,0.008628845
12,0.00769043
12,0.006896973
12,0.006904602
12,0.005439758
12,0.005561829
12,0.004554749
12,0.004623413
12,0.003639221
12,0.002861023
12,0.003608704
13,0.002853394
13,0.001838684
13,0.002075195
13,0.001602173
13,0.001609802
13,0.001121521
13,0.001419067
13,0.000831604
13,0.0006866455
13,0.0008392334
13,0.0002288818
